kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.01135.1.9： 辟如乾f(uŋ)終。
kyomeishusei2015.01135.1.10： 周復b(ə)始。
kyomeishusei2015.01135.1.11： 壽敝金h(ak)石。
kyomeishusei2015.01135.1.12： 先王i(o)母。
kyomeishusei2015.01136.1.1： 作佳鏡a(ə)哉。
kyomeishusei2015.01136.1.2： 眞大b(ou)好。
kyomeishusei2015.01136.1.3： 君冝官c(it)秩。
kyomeishusei2015.01136.1.4： 長相b(ou)葆。
kyomeishusei2015.01136.1.5： 上有仙d(in)人。
kyomeishusei2015.01136.1.6： 不知b(ou)老。
kyomeishusei2015.01136.1.7： 渴飮禮e(ian)泉。
kyomeishusei2015.01136.1.8： 飢食b(ou)棗。
kyomeishusei2015.01136.1.9： 浮游天f(a)下。
kyomeishusei2015.01136.1.10： 敖四a(ə)海。
kyomeishusei2015.01136.1.11： 壽敝金h(ak)石。
kyomeishusei2015.01136.1.12： 爲國b(ou)葆。
kyomeishusei2015.01137.1.1： 新有善a(oŋ)銅。
kyomeishusei2015.01137.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.01137.1.3： 和以銀c(ek)錫。
kyomeishusei2015.01137.1.4： 淸且d(iaŋ)明。
kyomeishusei2015.01137.1.5： 左龍右e(ɑ)乕。
kyomeishusei2015.01137.1.6： 掌亖b(ɑŋ)彭。
kyomeishusei2015.01138.1.1： 上大a(an)山兮。
kyomeishusei2015.01138.1.2： 見仙b(in)人。
kyomeishusei2015.01138.1.3： 食玉c(iɑŋ)央兮。
kyomeishusei2015.01138.1.4： 飮澧d(ian)泉。
kyomeishusei2015.01138.1.5： 駕交e(ɔŋ)龍兮。
kyomeishusei2015.01138.1.6： 乘浮f(un)雲。
kyomeishusei2015.01138.1.7： 冝官h(it)秩。
kyomeishusei2015.01138.1.8： 保子i(uən)孫。
kyomeishusei2015.01139.1.1： 日有a(ɨ)憙。
kyomeishusei2015.01139.1.2： 月有b(u)富。
kyomeishusei2015.01139.1.3： 樂毌c(ə)事。
kyomeishusei2015.01139.1.4： 冝酒d(iə)食。
kyomeishusei2015.01139.1.5： 居而必e(ɑn)安。
kyomeishusei2015.01139.1.6： 勿憂f(uan)患。
kyomeishusei2015.01139.1.7： 于瑟c(ə)侍。
kyomeishusei2015.01139.1.8： 心中h(uɑn)驩。
kyomeishusei2015.01139.1.9： 樂c(ə)已。
kyomeishusei2015.01140.1.1： 上此大a(an)山。
kyomeishusei2015.01140.1.2： 見神b(in)人。
kyomeishusei2015.01140.1.3： 久冝官c(it)秩。
kyomeishusei2015.01140.1.4： 葆子d(uən)孫。
kyomeishusei2015.01140.1.5： 君食玉e(iaŋ)英。
kyomeishusei2015.01140.1.6： 飮禮f(ian)泉。
kyomeishusei2015.01140.1.7： 參駕蜚h(ɔŋ)龍。
kyomeishusei2015.01140.1.8： 乘浮i(un)雲。
kyomeishusei2015.01141.1.1： 作佳鏡a(ə)哉。
kyomeishusei2015.01141.1.2： 眞大b(ou)好。
kyomeishusei2015.01141.1.3： 上有仙c(in)人。
kyomeishusei2015.01141.1.4： 不知b(ou)老。
kyomeishusei2015.01141.1.5： 渴飮禮d(ian)泉。
kyomeishusei2015.01141.1.6： 飢食b(ou)棗。
kyomeishusei2015.01141.1.7： 浮游天e(a)下。
kyomeishusei2015.01141.1.8： 敖四a(ə)海。
kyomeishusei2015.01141.1.9： 佰人王f(ɨɑu)僑。
kyomeishusei2015.01141.1.10： 自有b(ou)道。
kyomeishusei2015.01141.1.11： 壽如金h(ak)石。
kyomeishusei2015.01141.1.12： 爲國b(ou)葆。
kyomeishusei2015.01143.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.01143.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.01144.1.1： 劉氏作a(iaŋ)竟。
kyomeishusei2015.01144.1.2： 四夷b(uk)服。
kyomeishusei2015.01144.1.3： 多賀國c(a)家。
kyomeishusei2015.01144.1.4： 人民d(ik)息。
kyomeishusei2015.01144.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.01144.1.6： 天下f(ɨɑŋ)强。
kyomeishusei2015.01144.1.7： 風雨時h(et)節。
kyomeishusei2015.01144.1.8： 五i(ok)穀。
kyomeishusei2015.01144.1.9： 長保二j(in)親兮。
kyomeishusei2015.01145.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.01145.1.2： □湅三□。
kyomeishusei2015.01145.1.3： 如□。
kyomeishusei2015.01145.1.4： 命長大b(it)吉兮。
kyomeishusei2015.01146.1.1： 九子a(iaŋ)竟。
kyomeishusei2015.01146.1.2： 明淸b(oŋ)公。
kyomeishusei2015.01146.1.3： 服富c(ui)貴。
kyomeishusei2015.01146.1.4： 冝矦王12 方格×1 d(iə)字。
kyomeishusei2015.01148.1.1： 熹平三a(en)年。
kyomeishusei2015.01148.1.2： 正月丙b(ɑ)午。
kyomeishusei2015.01148.1.3： 吾造c(ɑk)作。
kyomeishusei2015.01148.1.4： 尚方明d(iaŋ)竟。
kyomeishusei2015.01148.1.5： 廣漢西e(ok)蜀。
kyomeishusei2015.01148.1.6： 合湅白f(uɑŋ)黃。
kyomeishusei2015.01148.1.7： □利無h(ik)極。
kyomeishusei2015.01148.1.8： 世得光d(iaŋ)明。
kyomeishusei2015.01148.1.9： 賈人大i(u)富。
kyomeishusei2015.01148.1.10： 長子j(uən)孫。
kyomeishusei2015.01148.1.11： 延年益i(u)受。
kyomeishusei2015.01148.1.12： 長樂未k(iɑŋ)央兮。
kyomeishusei2015.01149.1.1： 尚方作a(iaŋ)鏡。
kyomeishusei2015.01149.1.2： 眞大b(ou)好。
kyomeishusei2015.01149.1.3： 上有仙c(in)人。
kyomeishusei2015.01149.1.4： 不知b(ou)老。
kyomeishusei2015.01149.1.5： 渴飮玉d(ian)泉。
kyomeishusei2015.01149.1.6： 飢食b(ou)棗。
kyomeishusei2015.01149.1.7： 浮游天e(a)下。
kyomeishusei2015.01149.1.8： □四f(ə)海。
kyomeishusei2015.01149.1.9： 冝矦h(uɑŋ)王。
kyomeishusei2015.01149.1.10： □□。
kyomeishusei2015.01150.1.1： 尚方作□。
kyomeishusei2015.01150.1.2： □大a(ɔu)巧。
kyomeishusei2015.01150.1.3： □有山b(in)人。
kyomeishusei2015.01150.1.4： 不□c(ou)老。
kyomeishusei2015.01150.1.5： 大d(it)吉兮。
kyomeishusei2015.01151.1.1： 東王□。
kyomeishusei2015.01151.1.2： 西王公a(oi)坐。
kyomeishusei2015.01152.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.01152.1.2： 自有b(iə)意。
kyomeishusei2015.01152.1.3： 良□c(it)日。
kyomeishusei2015.01152.1.4： 眾大d(ɑŋ)賞。
kyomeishusei2015.01152.1.5： 七子九e(uən)孫。
kyomeishusei2015.01152.1.6： 各有b(iə)喜。
kyomeishusei2015.01152.1.7： □b(iə)子乎。
kyomeishusei2015.01152.1.8： 仲常□。
kyomeishusei2015.01152.1.9： 上有西王f(o)母。
kyomeishusei2015.01152.1.10： 東王h(uɑ)父。
kyomeishusei2015.01152.1.11： 山□子i(ɑu)高。
kyomeishusei2015.01152.1.12： 赤用b(iə)子乎。
kyomeishusei2015.01153.1.1： ＊氏作a(iaŋ)竟兮。
kyomeishusei2015.01153.1.2： 眞□□。
kyomeishusei2015.01153.1.3： □有東王b(uɑ)父。
kyomeishusei2015.01153.1.4： 西王c(o)母。
kyomeishusei2015.01153.1.5： 仙人子d(ɑu)高。
kyomeishusei2015.01153.1.6： 赤用e(iə)子。
kyomeishusei2015.01153.1.7： □□□f(u)右。
kyomeishusei2015.01153.1.8： 長保二h(in)親兮。
kyomeishusei2015.01153.1.9： 利孫e(iə)子。
kyomeishusei2015.01154.1.1： ＊氏作a(iaŋ)竟兮。
kyomeishusei2015.01154.1.2： 眞大b(ou)好。
kyomeishusei2015.01154.1.3： 上有□□c(uɑ)父。
kyomeishusei2015.01154.1.4： □□d(o)母。
kyomeishusei2015.01154.1.5： 仙人子e(ɑu)高。
kyomeishusei2015.01154.1.6： 赤用f(iə)子。
kyomeishusei2015.01154.1.7： □□□h(u)右。
kyomeishusei2015.01154.1.8： 長保二i(in)親兮。
kyomeishusei2015.01154.1.9： 利孫f(iə)子。
kyomeishusei2015.01155.1.1： 靑盖作a(iaŋ)竟。
kyomeishusei2015.01155.1.2： 自有b(iə)紀。
kyomeishusei2015.01155.1.3： 辟去不c(ɑŋ)羊。
kyomeishusei2015.01155.1.4： 冝古b(iə)市。
kyomeishusei2015.01155.1.5： 長保二d(in)親。
kyomeishusei2015.01155.1.6： 利孫b(iə)子。
kyomeishusei2015.01155.1.7： 爲吏高e(uɑn)官。
kyomeishusei2015.01155.1.8： 壽命f(u)久。
kyomeishusei2015.01156.1.1： 靑盖作a(iaŋ)竟。
kyomeishusei2015.01156.1.2： 幽湅金b(ɑu)高。
kyomeishusei2015.01156.1.3： 富貴且昌12 方格×1 c(iə)字。
kyomeishusei2015.01157.1.1： 靑盖作a(iaŋ)竟。
kyomeishusei2015.01157.1.2： 四夷b(uk)服。
kyomeishusei2015.01157.1.3： 多賀國c(a)家。
kyomeishusei2015.01157.1.4： 人民d(ik)息。
kyomeishusei2015.01157.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.01157.1.6： 天下□。
kyomeishusei2015.01157.1.7： 風雨時f(et)節。
kyomeishusei2015.01157.1.8： 五穀b(uk)熟。
kyomeishusei2015.01157.1.9： 長保二h(in)親。
kyomeishusei2015.01157.1.10： 得天d(ik)力。
kyomeishusei2015.01158.1.1： 靑盖作a(iaŋ)鏡。
kyomeishusei2015.01158.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.01158.1.3： □□山c(in)人兮。
kyomeishusei2015.01159.1.1： 尚方御a(iaŋ)竟。
kyomeishusei2015.01159.1.2： 大毋b(ɑŋ)傷。
kyomeishusei2015.01159.1.3： 巧工c(ək)刻之。
kyomeishusei2015.01159.1.4： 成文□。
kyomeishusei2015.01159.1.5： 左龍右d(ɑ)乕。
kyomeishusei2015.01159.1.6： 主四e(uɑŋ)方。
kyomeishusei2015.01159.1.7： 朱鳥元f(uɑ)武。
kyomeishusei2015.01159.1.8： 順陰b(ɑŋ)陽。
kyomeishusei2015.01159.1.9： 辟不b(ɑŋ)羊。
kyomeishusei2015.01159.1.10： 大富b(ɑŋ)昌。
kyomeishusei2015.01160.1.1： 上大□。
kyomeishusei2015.01160.1.2： 見神a(in)人。
kyomeishusei2015.01160.1.3： □王b(o)母。
kyomeishusei2015.01160.1.4： 飮澧c(ian)泉。
kyomeishusei2015.01160.1.5： 駕交d(ɔŋ)龍。
kyomeishusei2015.01160.1.6： 乘浮e(un)雲。
kyomeishusei2015.01160.1.7： 冝官□。
kyomeishusei2015.01160.1.8： 保子f(uən)孫。
kyomeishusei2015.01160.1.9： 貴富h(ɑŋ)昌。
kyomeishusei2015.01160.1.10： 樂未i(iɑŋ)央兮。
kyomeishusei2015.01161.1.1： 尚方御a(iaŋ)鏡。
kyomeishusei2015.01161.1.2： 眞大b(ou)好。
kyomeishusei2015.01161.1.3： 上有山c(in)人。
kyomeishusei2015.01161.1.4： 長不b(ou)老。
kyomeishusei2015.01161.1.5： 渴飮玉d(ian)泉。
kyomeishusei2015.01161.1.6： 飢e(iə)食。
kyomeishusei2015.01161.1.7： □□□□。
kyomeishusei2015.01161.1.8： □□□□。
kyomeishusei2015.01161.1.9： □□。
kyomeishusei2015.01162.1.1： 家常富貴。
kyomeishusei2015.01163.1.1： 家常富貴。
kyomeishusei2015.01164.1.1： 長毌相a(uɑŋ)忘。
kyomeishusei2015.01164.1.2： 長樂未b(iɑŋ)央。
kyomeishusei2015.01165.1.1： 冝子孫。
kyomeishusei2015.01166.1.1： 長冝子孫。
kyomeishusei2015.01167.1.1： 亲君之a(iə)紀。
kyomeishusei2015.01167.1.2： 造鏡b(ɑ)如。
kyomeishusei2015.01167.1.3： 蒼龍左c(ɑi)左。
kyomeishusei2015.01167.1.4： 白乕乕d(u)右。
kyomeishusei2015.01167.1.5： 長冝孫a(iə)子。
kyomeishusei2015.01168.1.1： 長冝子孫。
kyomeishusei2015.01169.1.1： 長冝子孫。
kyomeishusei2015.01170.1.1： 長冝公卿。
kyomeishusei2015.01171.1.1： 位至三公。
kyomeishusei2015.01172.1.1： 士至三公。
kyomeishusei2015.01173.1.1： 湅治鉛a(ua)華。
kyomeishusei2015.01173.1.2： 淸而b(iaŋ)明。
kyomeishusei2015.01173.1.3： 以之爲b(iaŋ)鏡。
kyomeishusei2015.01173.1.4： 冝文c(ɑŋ)章。
kyomeishusei2015.01173.1.5： 長年益d(u)壽。
kyomeishusei2015.01173.1.6： 去不e(iɑŋ)祥。
kyomeishusei2015.01173.1.7： 與天長d(u)久。
kyomeishusei2015.01173.1.8： 而日月c(ɑŋ)光。
kyomeishusei2015.01173.1.9： 千萬旦f(ɛk)來。
kyomeishusei2015.01173.1.10： 樂未e(iɑŋ)央。
kyomeishusei2015.01174.1.1： 湅治鉛a(ua)華。
kyomeishusei2015.01174.1.2： 淸而b(iaŋ)明。
kyomeishusei2015.01174.1.3： 以之爲b(iaŋ)鏡。
kyomeishusei2015.01174.1.4： 冝文c(ɑŋ)章。
kyomeishusei2015.01174.1.5： 延年益d(u)壽。
kyomeishusei2015.01174.1.6： 去不e(iɑŋ)祥。
kyomeishusei2015.01174.1.7： 與天毌f(ik)極。
kyomeishusei2015.01174.1.8： 如日之c(ɑŋ)光。
kyomeishusei2015.01174.1.9： 千秋萬h(ia)歲兮。
kyomeishusei2015.01175.1.1： 利貳a(in)親。
kyomeishusei2015.01175.1.2： 冝弟b(iaŋ)兄。
kyomeishusei2015.01175.1.3： 壽萬c(en)年。
kyomeishusei2015.01175.1.4： 長相d(ou)葆。
kyomeishusei2015.01175.1.5： 冝子e(uən)孫。
kyomeishusei2015.01175.1.6： 樂巳f(ə)哉。
kyomeishusei2015.01175.1.7： 固當d(ou)保。
kyomeishusei2015.01175.1.8： 長樂未h(iɑŋ)央。
kyomeishusei2015.01176.1.1： 君忘a(uɑŋ)忘。
kyomeishusei2015.01176.1.2： 而先b(ə)志兮。
kyomeishusei2015.01176.1.3： 愛使c(im)心。
kyomeishusei2015.01176.1.4： 臾者d(o)臾。
kyomeishusei2015.01176.1.5： 不可盡e(aŋ)行。
kyomeishusei2015.01176.1.6： 心沄f(et)結。
kyomeishusei2015.01176.1.7： 而獨h(u)愁。
kyomeishusei2015.01176.1.8： 明知i(ui)非。
kyomeishusei2015.01176.1.9： 不可久j(iə)己。
kyomeishusei2015.01177.1.1： 王氏作a(iaŋ)竟。
kyomeishusei2015.01177.1.2： 眞大b(ou)好。
kyomeishusei2015.01177.1.3： 上有山c(in)人。
kyomeishusei2015.01177.1.4： 不知b(ou)老。
kyomeishusei2015.01177.1.5： 渴飮玉d(ian)泉。
kyomeishusei2015.01177.1.6： 飢食b(ou)棗。
kyomeishusei2015.01177.1.7： 浮游天e(a)下。
kyomeishusei2015.01177.1.8： 敖亖f(ə)海。
kyomeishusei2015.01177.1.9： 爲國b(ou)保。
kyomeishusei2015.01178.1.1： 尚方御a(iaŋ)鏡。
kyomeishusei2015.01178.1.2： 大毋b(ɑŋ)傷。
kyomeishusei2015.01178.1.3： 巧工刻c(o)鏤。
kyomeishusei2015.01178.1.4： 成文b(ɑŋ)章。
kyomeishusei2015.01178.1.5： 左龍右d(ɑ)乕。
kyomeishusei2015.01178.1.6： 辟不e(iɑŋ)詳。
kyomeishusei2015.01178.1.7： 朱鳥玄f(uɑ)武。
kyomeishusei2015.01178.1.8： 調陰b(ɑŋ)陽。
kyomeishusei2015.01178.1.9： 子孫備h(io)具。
kyomeishusei2015.01178.1.10： 居中e(iɑŋ)央。
kyomeishusei2015.01178.1.11： 長保二i(in)親。
kyomeishusei2015.01178.1.12： 樂富b(ɑŋ)昌。
kyomeishusei2015.01178.1.13： 壽敞金j(ak)石。
kyomeishusei2015.01178.1.14： 如矦k(uɑŋ)王。
kyomeishusei2015.01179.1.1： 太君先人胡考神女王吏太王。
kyomeishusei2015.01180.1.1： 亲有善a(oŋ)銅。
kyomeishusei2015.01180.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.01180.1.3： 和已銀c(ek)錫。
kyomeishusei2015.01180.1.4： 靑且d(iaŋ)明。
kyomeishusei2015.01180.1.5： 左龍右e(ɑ)乕。
kyomeishusei2015.01180.1.6： 主四b(ɑŋ)旁。
kyomeishusei2015.01180.1.7： 八子九f(uən)孫。
kyomeishusei2015.01180.1.8： 治中h(iɑŋ)央。
kyomeishusei2015.01180.1.9： 東上e(ɑ)大。
kyomeishusei2015.01181.1.1： □□□□a(iaŋ)竟。
kyomeishusei2015.01181.1.2： 好潔無b(iɑŋ)疆。
kyomeishusei2015.01181.1.3： 服者賢奉敬a(iaŋ)良。
kyomeishusei2015.01181.1.4： 子孫番c(ɑŋ)昌。
kyomeishusei2015.01182.1.1： □□□a(iaŋ)竟。
kyomeishusei2015.01182.1.2： 眞□□□□。
kyomeishusei2015.01183.1.1： 靑龍三a(en)年。
kyomeishusei2015.01183.1.2： 顏氏作b(iaŋ)竟。
kyomeishusei2015.01183.1.3： 成文c(ɑŋ)章。
kyomeishusei2015.01183.1.4： 左龍右d(ɑ)乕。
kyomeishusei2015.01183.1.5： 辟不e(iɑŋ)詳。
kyomeishusei2015.01183.1.6： 朱爵玄f(uɑ)武。
kyomeishusei2015.01183.1.7： 順陰c(ɑŋ)陽。
kyomeishusei2015.01183.1.8： 八子九h(uən)孫。
kyomeishusei2015.01183.1.9： 治中e(iɑŋ)央。
kyomeishusei2015.01183.1.10： 壽如金i(ak)石。
kyomeishusei2015.01183.1.11： 石候王靑龍三a(en)年。
kyomeishusei2015.01184.1.1： □□孫孫□。
kyomeishusei2015.01186.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.01186.1.2： 練取好b(oŋ)同。
kyomeishusei2015.01186.1.3： 文章c(ɛi)皆。
kyomeishusei2015.01186.1.4： 其師甚b(oŋ)工。
kyomeishusei2015.01186.1.5： 上有東王d(uɑ)父。
kyomeishusei2015.01186.1.6： 王西e(o)母。
kyomeishusei2015.01186.1.7： 師子辟f(a)邪。
kyomeishusei2015.01186.1.8： 甚□臣□□□。
kyomeishusei2015.01186.1.9： □□□孫h(iə)子。
kyomeishusei2015.01186.1.10： 吏人i(ək)得之。
kyomeishusei2015.01186.1.11： 位至三b(oŋ)公。
kyomeishusei2015.01186.1.12： 甚j(ɔk)樂兮。
kyomeishusei2015.01188.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.01188.1.2： 自有b(iə)己。
kyomeishusei2015.01188.1.3： 靑龍白c(ɑ)乕。
kyomeishusei2015.01188.1.4： 居左d(u)有。
kyomeishusei2015.01188.1.5： 令人長e(ieŋ)命。
kyomeishusei2015.01188.1.6： 冝子f(uən)孫。
kyomeishusei2015.01188.1.7： 作吏高h(ian)遷。
kyomeishusei2015.01188.1.8： 車生熒i(ə)耳。
kyomeishusei2015.01188.1.9： 作師長e(ieŋ)命。
kyomeishusei2015.01188.1.10： j(it)吉。
kyomeishusei2015.01189.1： 陳是作鏡，君冝高官
kyomeishusei2015.01190.1： 靑龍三年，顏氏作鏡，成文章，左龍右乕，辟不詳，朱爵玄武，順陰陽，八子九孫，治中央，壽如金石，冝矦王，靑龍三年
kyomeishusei2015.01191.1： 天
kyomeishusei2015.01194.1.1： 方。
kyomeishusei2015.01196.1： 張是作竟，甚大好，上君神守，及龍乕，身有冝文章，口銜巨，古有聖高人，東王父，渴飮飢食官，
kyomeishusei2015.01198.1.1： 新作銘a(iaŋ)竟。
kyomeishusei2015.01198.1.2： 幽律三b(ɑŋ)剛。
kyomeishusei2015.01198.1.3： 配德君c(iə)子。
kyomeishusei2015.01198.1.4： 淸而且a(iaŋ)明。
kyomeishusei2015.01198.1.5： 銅出徐d(u)州。
kyomeishusei2015.01198.1.6： 師出洛b(ɑŋ)陽。
kyomeishusei2015.01198.1.7： 彫文刻e(o)鏤。
kyomeishusei2015.01198.1.8： 皆作文b(ɑŋ)章。
kyomeishusei2015.01198.1.9： 取者大f(it)吉。
kyomeishusei2015.01198.1.10： 冝子h(uən)孫。
kyomeishusei2015.01199.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.01199.1.2： 甚大b(ou)好。
kyomeishusei2015.01199.1.3： 上有王c(iɑu)喬。
kyomeishusei2015.01199.1.4： 及赤d(ioŋ)松。
kyomeishusei2015.01199.1.5： 師子天鹿其粦e(ɔŋ)龍。
kyomeishusei2015.01199.1.6： 天下名b(ou)好。
kyomeishusei2015.01199.1.7： 世無e(ɔŋ)雙。
kyomeishusei2015.01201.1.1： 三陳是作a(iaŋ)竟。
kyomeishusei2015.01201.1.2： 甚大b(ou)好。
kyomeishusei2015.01201.1.3： 公上有仙c(in)人。
kyomeishusei2015.01201.1.4： 不知b(ou)老。
kyomeishusei2015.01201.1.5： 位古有聖人及龍d(ɑ)乕。
kyomeishusei2015.01201.1.6： 至身有文e(ɑŋ)章。
kyomeishusei2015.01201.1.7： 口銜f(iɑ)巨。
kyomeishusei2015.01203.1： 仙
kyomeishusei2015.01205.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.01205.1.2： 甚大b(ou)好。
kyomeishusei2015.01205.1.3： 上右百c(eu)鳥。
kyomeishusei2015.01205.1.4： 不知b(ou)老。
kyomeishusei2015.01205.1.5： □□靑a(iaŋ)竟。
kyomeishusei2015.01205.1.6： 日出d(ɔu)卯兮。
kyomeishusei2015.01206.1.1： 至吾作明a(iaŋ)竟。
kyomeishusei2015.01206.1.2： 甚大b(ou)好。
kyomeishusei2015.01206.1.3： 上位有仙c(in)人。
kyomeishusei2015.01206.1.4： 不知b(ou)老。
kyomeishusei2015.01206.1.5： 渴飮玉公d(ian)洤。
kyomeishusei2015.01206.1.6： 飢食b(ou)棗。
kyomeishusei2015.01206.1.7： 五男二女三長e(iɑŋ)相。
kyomeishusei2015.01206.1.8： 壽如金f(ak)石。
kyomeishusei2015.01207.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.01207.1.2： 甚□□。
kyomeishusei2015.01207.1.3： □□靑□。
kyomeishusei2015.01207.1.4： □文b(ɑŋ)章。
kyomeishusei2015.01207.1.5： □子冝c(uən)孫。
kyomeishusei2015.01207.1.6： □未□。
kyomeishusei2015.01207.1.7： 位至三公冝□d(uɑŋ)王。
kyomeishusei2015.01207.1.8： 富且b(ɑŋ)昌。
kyomeishusei2015.01208.1.1： 張是作a(iaŋ)竟。
kyomeishusei2015.01208.1.2： 甚大b(ou)好。
kyomeishusei2015.01208.1.3： 上有仙c(uin)旬。
kyomeishusei2015.01208.1.4： 不知b(ou)老。
kyomeishusei2015.01208.1.5： 渴飮禮d(ian)泉。
kyomeishusei2015.01208.1.6： 飢食b(ou)棗。
kyomeishusei2015.01208.1.7： 保子冝e(uən)孫。
kyomeishusei2015.01208.1.8： 位至候f(uɑŋ)王。
kyomeishusei2015.01208.1.9： 買竟h(a)者。
kyomeishusei2015.01208.1.10： 富且i(ɑŋ)昌。
kyomeishusei2015.01210.1： 張氏作鏡，眞巧，仙人王喬，赤松子，師子辟邪，世少有，渴飮玉泉，飢食棗，生如金石，天相保兮，
kyomeishusei2015.01211.1.1： 張氏作a(iaŋ)鏡。
kyomeishusei2015.01211.1.2： 眞b(ɔu)巧。
kyomeishusei2015.01211.1.3： 仙人王c(iɑu)喬。
kyomeishusei2015.01211.1.4： 赤松d(iə)子。
kyomeishusei2015.01211.1.5： 師子辟e(a)邪。
kyomeishusei2015.01211.1.6： 世少f(u)有。
kyomeishusei2015.01211.1.7： 渴飮玉h(ian)泉。
kyomeishusei2015.01211.1.8： 飢食i(ou)棗。
kyomeishusei2015.01211.1.9： 生如金j(ak)石。
kyomeishusei2015.01211.1.10： 天相i(ou)保兮。
kyomeishusei2015.01212.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.01212.1.2： 甚大b(ou)好。
kyomeishusei2015.01212.1.3： 上有神守及龍c(ɑ)乕。
kyomeishusei2015.01212.1.4： 身有文d(ɑŋ)章。
kyomeishusei2015.01212.1.5： 口銜e(iɑ)巨。
kyomeishusei2015.01212.1.6： 古有聖f(in)人。
kyomeishusei2015.01212.1.7： 東王父西王h(o)母。
kyomeishusei2015.01212.1.8： 渴飮i(uok)玉。
kyomeishusei2015.01212.1.9： 飢洤食b(ou)棗。
kyomeishusei2015.01212.1.10： 壽如金j(ak)石。
kyomeishusei2015.01212.1.11： 長相b(ou)保。
kyomeishusei2015.01213.1.1： 王氏作a(iaŋ)竟。
kyomeishusei2015.01213.1.2： 甚大a(iaŋ)明。
kyomeishusei2015.01213.1.3： 同出徐b(u)州。
kyomeishusei2015.01213.1.4： 刻鏤c(eŋ)成。
kyomeishusei2015.01213.1.5： 師子辟d(a)邪。
kyomeishusei2015.01213.1.6： ＊其e(ieŋ)嬰。
kyomeishusei2015.01213.1.7： 仙人執節坐中c(eŋ)庭。
kyomeishusei2015.01213.1.8： 取者大f(it)吉。
kyomeishusei2015.01213.1.9： 樂未h(iɑŋ)央。
kyomeishusei2015.01214.1.1： 張氏作a(iaŋ)竟。
kyomeishusei2015.01214.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.01214.1.3： 上有仙c(in)人。
kyomeishusei2015.01214.1.4： 赤松d(iə)子。
kyomeishusei2015.01214.1.5： 神玄辟e(a)邪。
kyomeishusei2015.01214.1.6： 世少f(u)有。
kyomeishusei2015.01214.1.7： 渴飮玉h(ian)泉。
kyomeishusei2015.01214.1.8： 飢食i(ou)棗。
kyomeishusei2015.01214.1.9： 壽如金j(ak)石。
kyomeishusei2015.01214.1.10： 不知i(ou)老兮。
kyomeishusei2015.01215.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.01215.1.2： 幽律三b(ɑŋ)剛。
kyomeishusei2015.01215.1.3： 銅出徐c(u)州。
kyomeishusei2015.01215.1.4： 刻鏤文b(ɑŋ)章。
kyomeishusei2015.01215.1.5： 配德君d(iə)子。
kyomeishusei2015.01215.1.6： 淸而且a(iaŋ)明。
kyomeishusei2015.01215.1.7： 左龍右e(ɑ)乕。
kyomeishusei2015.01215.1.8： 傳世右f(ieŋ)名。
kyomeishusei2015.01215.1.9： 取者大h(it)吉。
kyomeishusei2015.01215.1.10： 保子冝i(uən)孫。
kyomeishusei2015.01216.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.01216.1.2： 甚大b(oŋ)工。
kyomeishusei2015.01216.1.3： 上有王c(iɑu)喬。
kyomeishusei2015.01216.1.4： 及赤d(ioŋ)松。
kyomeishusei2015.01216.1.5： 師子天鹿其粦e(ɔŋ)龍。
kyomeishusei2015.01216.1.6： 天下名f(ou)好。
