kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.02693.1.8： 位至矦a王。
kyomeishusei2015.02693.1.9： 長樂未央。
kyomeishusei2015.02693.1.10： 子孫富a昌兮。
kyomeishusei2015.02694.1.1： 延喜二年。
kyomeishusei2015.02694.1.2： 五月丙午a日。
kyomeishusei2015.02694.1.3： 天大德。
kyomeishusei2015.02694.1.4： 廣漢西a蜀。
kyomeishusei2015.02694.1.5： 造作明竟。
kyomeishusei2015.02694.1.6： 幽湅三a商。
kyomeishusei2015.02694.1.7： 天王日月。
kyomeishusei2015.02694.1.8： 位至三a公兮。
kyomeishusei2015.02694.1.9： 長樂未英。
kyomeishusei2015.02694.1.10： 吉且a羊。
kyomeishusei2015.02695.1.1： 上方作竟。
kyomeishusei2015.02695.1.2： 自有a紀。
kyomeishusei2015.02695.1.3： 羊不羊。
kyomeishusei2015.02695.1.4： 方古12 方格×1 a字。
kyomeishusei2015.02696.1.1： 吾作明鏡。
kyomeishusei2015.02696.1.2： 幽湅三a商。
kyomeishusei2015.02696.1.3： 彫刻。
kyomeishusei2015.02696.1.4： 吉羊12 方格×1 a字。
kyomeishusei2015.02697.1.1： 泰始十年。
kyomeishusei2015.02697.1.2： 二a月。
kyomeishusei2015.02698.1.1： 建安廿四年。
kyomeishusei2015.02698.1.2： 六月辛巳a朔。
kyomeishusei2015.02698.1.3： 廿五日□巳奇。
kyomeishusei2015.02698.1.4： 吾作明a竟。
kyomeishusei2015.02698.1.5： 冝矦王。
kyomeishusei2015.02698.1.6： □富日a貴。
kyomeishusei2015.02698.1.7： □有千萬。
kyomeishusei2015.02698.1.8： 長生之a壽。
kyomeishusei2015.02698.1.9： 日月和樂。
kyomeishusei2015.02698.1.10： □□a巳。
kyomeishusei2015.02699.1.1： 延康元年。
kyomeishusei2015.02699.1.2： 二月辛丑τu翌。
kyomeishusei2015.02699.1.3： 十二日□□。
kyomeishusei2015.02700.1.1： 黃武四年。
kyomeishusei2015.02700.1.2： 四月廿六a日。
kyomeishusei2015.02700.1.3： 作氏竟。
kyomeishusei2015.02700.1.4： 冝於吏e史。
kyomeishusei2015.02700.1.5： 士得位也。
kyomeishusei2015.02700.1.6： 服之吉a羊。
kyomeishusei2015.02700.1.7： □日我后。
kyomeishusei2015.02700.1.8： 共文a王。
kyomeishusei2015.02700.1.9： 人生于七十有一。
kyomeishusei2015.02701.1.1： 赤烏元年。
kyomeishusei2015.02701.1.2： 造作明a鏡。
kyomeishusei2015.02701.1.3： 可照刑。
kyomeishusei2015.02701.1.4： 上辟彔＊。
kyomeishusei2015.02701.1.5： 長生老壽。
kyomeishusei2015.02701.1.6： 位至公a卿。
kyomeishusei2015.02701.1.7： 子孫精禪。
kyomeishusei2015.02701.1.8： 福禧無a窮。
kyomeishusei2015.02702.1.1： 甘露二年。
kyomeishusei2015.02702.1.2： 六月十五a日。
kyomeishusei2015.02702.1.3： 造作明竟。
kyomeishusei2015.02702.1.4： 百湅淸a銅。
kyomeishusei2015.02702.1.5： 服竟者老壽。
kyomeishusei2015.02702.1.6： □。
kyomeishusei2015.02703.1.1： 天紀元年。
kyomeishusei2015.02703.1.2： 歲在丁a酉。
kyomeishusei2015.02703.1.3： 師徐伯。
kyomeishusei2015.02703.1.4： 所作明a鏡。
kyomeishusei2015.02703.1.5： 買者冝子孫。
kyomeishusei2015.02703.1.6： 壽萬a歲。
kyomeishusei2015.02703.1.7： 大吉。
kyomeishusei2015.02704.1： 黃龍元年，四月
kyomeishusei2015.02705.1.1： 吾作明竟。
kyomeishusei2015.02705.1.2： 幽三湅a商。
kyomeishusei2015.02705.1.3： 配像萬疆。
kyomeishusei2015.02705.1.4： 統德序a道。
kyomeishusei2015.02705.1.5： 敬奉賢良。
kyomeishusei2015.02705.1.6： □□□□。
kyomeishusei2015.02705.1.7： □□□□。
kyomeishusei2015.02705.1.8： □□□□。
kyomeishusei2015.02705.1.9： □□□□。
kyomeishusei2015.02705.1.10： 安寧富a貴。
kyomeishusei2015.02705.1.11： 益壽曾年。
kyomeishusei2015.02705.1.12： 矦王長 a富。
kyomeishusei2015.02705.1.13： 子孫蕃昌。
kyomeishusei2015.02705.1.14： 賢者高a顯。
kyomeishusei2015.02705.1.15： 公卿士至。
kyomeishusei2015.02705.1.16： 命長興a師。
kyomeishusei2015.02706.1.1： 黃初二年。
kyomeishusei2015.02706.1.2： 武昌元a作。
kyomeishusei2015.02706.1.3： 明鏡□湅章。
kyomeishusei2015.02706.1.4： 乃而淸a昌。
kyomeishusei2015.02706.1.5： 吉羊。
kyomeishusei2015.02707.1： 永安元年，二月丁巳朔，十五日乙□造，師先□□九，
kyomeishusei2015.02708.1.1： 張氏作鏡。
kyomeishusei2015.02708.1.2： 眞a巧。
kyomeishusei2015.02708.1.3： 仙人王喬。
kyomeishusei2015.02708.1.4： 赤松a子。
kyomeishusei2015.02708.1.5： 師子辟邪。
kyomeishusei2015.02708.1.6： 世少a有。
kyomeishusei2015.02708.1.7： 渴飮玉泉。
kyomeishusei2015.02708.1.8： 飢食a棗。
kyomeishusei2015.02708.1.9： 生如金石。
kyomeishusei2015.02708.1.10： 天相a保兮。
kyomeishusei2015.02709.1.1： 張氏作鏡。
kyomeishusei2015.02709.1.2： 眞a巧。
kyomeishusei2015.02709.1.3： 仙人王喬。
kyomeishusei2015.02709.1.4： 赤松a子。
kyomeishusei2015.02709.1.5： 師子辟邪。
kyomeishusei2015.02709.1.6： 世少a有。
kyomeishusei2015.02709.1.7： 渴飮玉泉。
kyomeishusei2015.02709.1.8： 飢食a棗。
kyomeishusei2015.02709.1.9： 生如金石。
kyomeishusei2015.02709.1.10： 天相a保兮。
kyomeishusei2015.02710.1.1： 日□而月。
kyomeishusei2015.02710.1.2： □吳□□。
kyomeishusei2015.02710.1.3： 毌天下大明。
kyomeishusei2015.02711.1.1： 吾作明竟。
kyomeishusei2015.02711.1.2： 甚大a好。
kyomeishusei2015.02711.1.3： 上有神守及龍乕。
kyomeishusei2015.02711.1.4： 身有文a章。
kyomeishusei2015.02711.1.5： 口銜巨。
kyomeishusei2015.02711.1.6： 古有聖a人。
kyomeishusei2015.02711.1.7： 東王父西王母。
kyomeishusei2015.02711.1.8： 渴飮玉泉c飢。
kyomeishusei2015.02711.1.9： 食棗。
kyomeishusei2015.02711.1.10： 壽如金a石。
kyomeishusei2015.02711.1.11： 長相保。
kyomeishusei2015.02712.1.1： 尚方作竟。
kyomeishusei2015.02712.1.2： 佳且a好。
kyomeishusei2015.02712.1.3： 明而日月。
kyomeishusei2015.02712.1.4： 世少a有。
kyomeishusei2015.02712.1.5： 刻治今守。
kyomeishusei2015.02712.1.6： 悉皆a右。
kyomeishusei2015.02712.1.7： 長保二親。
kyomeishusei2015.02712.1.8： 冝孫a子。
kyomeishusei2015.02712.1.9： 富至三公。
kyomeishusei2015.02712.1.10： 利古a市。
kyomeishusei2015.02712.1.11： 告后世。
kyomeishusei2015.02713.1.1： 淸治銅華。
kyomeishusei2015.02713.1.2： 以爲a鏡。
kyomeishusei2015.02713.1.3： 昭察衣服。
kyomeishusei2015.02713.1.4： 觀容a貌。
kyomeishusei2015.02713.1.5： 絲組雜還。
kyomeishusei2015.02713.1.6： 以爲a信。
kyomeishusei2015.02713.1.7： 淸光。
kyomeishusei2015.02713.1.8： 冝佳a人。
kyomeishusei2015.02714.1.1： 日有熹。
kyomeishusei2015.02714.1.2： 月有a富。
kyomeishusei2015.02714.1.3： 樂毋事。
kyomeishusei2015.02714.1.4： 常得a意。
kyomeishusei2015.02714.1.5： 美人會。
kyomeishusei2015.02714.1.6： 竽瑟a侍。
kyomeishusei2015.02714.1.7： 賈市程。
kyomeishusei2015.02714.1.8： 萬a平。
kyomeishusei2015.02714.1.9： 老復丁。
kyomeishusei2015.02715.1.1： 一内而淸而以而昭而明而光而象而夫日而月□一。
kyomeishusei2015.02717.1.1： 久不見。
kyomeishusei2015.02717.1.2： 侍前e稀。
kyomeishusei2015.02717.1.3： 秋風起。
kyomeishusei2015.02717.1.4： 豫志c悲。
kyomeishusei2015.02718.1.1： 久不相見。
kyomeishusei2015.02718.1.2： 長毋見a忘。
kyomeishusei2015.02719.1.1： 常樂貴而。
kyomeishusei2015.02719.1.2： 大a富。
kyomeishusei2015.02720.1.1： 常樂未央。
kyomeishusei2015.02720.1.2： 長毋相a忘。
kyomeishusei2015.02721.1.1： 大樂貴富。
kyomeishusei2015.02721.1.2： 得所a好。
kyomeishusei2015.02721.1.3： 千秋萬歲。
kyomeishusei2015.02721.1.4： 延年益a壽。
kyomeishusei2015.02722.1.1： 王氏作竟。
kyomeishusei2015.02722.1.2： 亖夷a服。
kyomeishusei2015.02722.1.3： 多賀新家。
kyomeishusei2015.02722.1.4： 民a息。
kyomeishusei2015.02722.1.5： 胡虜＊1 滅。
kyomeishusei2015.02722.1.6： 天下a復。
kyomeishusei2015.02722.1.7： 風雨時節。
kyomeishusei2015.02722.1.8： 五穀a孰。
kyomeishusei2015.02722.1.9： 長保二親。
kyomeishusei2015.02722.1.10： 子孫a力。
kyomeishusei2015.02722.1.11： 官位尊＊2。
kyomeishusei2015.02722.1.12： 蒙祿a食。
kyomeishusei2015.02722.1.13： 傳告後 世。
kyomeishusei2015.02722.1.14： 樂無＊3。
kyomeishusei2015.02722.1.15： 大利兮。
kyomeishusei2015.02723.1.1： 上華山。
kyomeishusei2015.02723.1.2： 見神a人。
kyomeishusei2015.02723.1.3： 食玉□。
kyomeishusei2015.02723.1.4： 飮澧a泉。
kyomeishusei2015.02723.1.5： 駕□龍。
kyomeishusei2015.02723.1.6： 乘浮a雲。
kyomeishusei2015.02723.1.7： 冝官秩。
kyomeishusei2015.02723.1.8： 保子a孫。
kyomeishusei2015.02723.1.9： 貴富昌。
kyomeishusei2015.02723.1.10： 樂未a央。
kyomeishusei2015.02724.1.1： 詐佳鏡哉。
kyomeishusei2015.02724.1.2： 眞無a傷。
kyomeishusei2015.02724.1.3： 左龍右乕。
kyomeishusei2015.02724.1.4： 衞亖a彭。
kyomeishusei2015.02724.1.5： 朱爵玄武。
kyomeishusei2015.02724.1.6： 順陰a陽。
kyomeishusei2015.02724.1.7： 子孫貴富。
kyomeishusei2015.02724.1.8： 爲矦a王。
kyomeishusei2015.02724.1.9： 傳稱萬歲。
kyomeishusei2015.02724.1.10： 樂未a央。
kyomeishusei2015.02725.1.1： 泰山作竟。
kyomeishusei2015.02725.1.2： 眞大a巧。
kyomeishusei2015.02725.1.3： 上有仙人。
kyomeishusei2015.02725.1.4： 不知a老。
kyomeishusei2015.02725.1.5： 徘徊神山。
kyomeishusei2015.02725.1.6： 采之a草。
kyomeishusei2015.02725.1.7： 渴飮玉。
kyomeishusei2015.02725.1.8： 飢食a棗。
kyomeishusei2015.02725.1.9： 浮游天下。
kyomeishusei2015.02725.1.10： 敖四a海。
kyomeishusei2015.02725.1.11： 壽如金石。
kyomeishusei2015.02725.1.12： 爲國a葆。
kyomeishusei2015.02725.1.13： 樂毋以。
kyomeishusei2015.02726.1.1： 尚方作竟。
kyomeishusei2015.02726.1.2： 大毋a傷。
kyomeishusei2015.02726.1.3： 巧工刻之。
kyomeishusei2015.02726.1.4： 成文a章。
kyomeishusei2015.02726.1.5： 左龍右乕。
kyomeishusei2015.02726.1.6： 辟非a羊。
kyomeishusei2015.02726.1.7： 朱□□武。
kyomeishusei2015.02726.1.8： 主四a彭。
kyomeishusei2015.02726.1.9： 子孫備具。
kyomeishusei2015.02726.1.10： 居中a央。
kyomeishusei2015.02726.1.11： □保二親。
kyomeishusei2015.02726.1.12： 樂富□。
kyomeishusei2015.02727.1.1： 漢有名銅。
kyomeishusei2015.02727.1.2： 出丹a陽。
kyomeishusei2015.02727.1.3： □以＊錫。
kyomeishusei2015.02727.1.4： 淸且a明。
kyomeishusei2015.02727.1.5： 左龍右乕。
kyomeishusei2015.02727.1.6： 主亖a彭。
kyomeishusei2015.02727.1.7： 朱爵玄武。
kyomeishusei2015.02727.1.8： 順陰a陽。
kyomeishusei2015.02727.1.9： 八子九孫。
kyomeishusei2015.02727.1.10： □中a央。
kyomeishusei2015.02728.1.1： 五銖。
kyomeishusei2015.02728.1.2： 文a樣。
kyomeishusei2015.02729.1.1： 亲有善同。
kyomeishusei2015.02729.1.2： 出丹a陽。
kyomeishusei2015.02729.1.3： 和以艮錫。
kyomeishusei2015.02729.1.4： 淸且a明。
kyomeishusei2015.02729.1.5： 左。
kyomeishusei2015.02730.1.1： 新有善銅。
kyomeishusei2015.02730.1.2： 出丹a陽。
kyomeishusei2015.02730.1.3： 和以銀錫。
kyomeishusei2015.02730.1.4： 淸且a明。
kyomeishusei2015.02730.1.5： 左龍右乕。
kyomeishusei2015.02730.1.6： 掌亖a彭。
kyomeishusei2015.02730.1.7： 朱爵玄武。
kyomeishusei2015.02730.1.8： 順陰a陽。
kyomeishusei2015.02731.1.1： □氏。
kyomeishusei2015.02731.1.2： 八子九a孫。
kyomeishusei2015.02731.1.3： 辟去不羊。
kyomeishusei2015.02731.1.4： 與天毋a極。
kyomeishusei2015.02731.1.5： 而日之光。
kyomeishusei2015.02732.1.1： 尚方作竟。
kyomeishusei2015.02732.1.2： 眞大a好。
kyomeishusei2015.02732.1.3： 上有山人。
kyomeishusei2015.02732.1.4： 不知a老。
kyomeishusei2015.02732.1.5： 渴飮玉泉。
kyomeishusei2015.02732.1.6： 飢食a棗。
kyomeishusei2015.02732.1.7： 浮油天下。
kyomeishusei2015.02732.1.8： 敖亖a海。
kyomeishusei2015.02732.1.9： 壽如金石。
kyomeishusei2015.02732.1.10： 爲國a保。
kyomeishusei2015.02733.1.1： 君冝高官。
kyomeishusei2015.02734.1.1： ＊氏作牢。
kyomeishusei2015.02735.1.1： 位至三公。
kyomeishusei2015.02735.1.2： 大吉冝a子。
kyomeishusei2015.02736.1.1： 長冝高官。
kyomeishusei2015.02737.1.1： 吾作目竟。
kyomeishusei2015.02737.1.2： 幽凍三a岡。
kyomeishusei2015.02737.1.3： 巧工刻之。
kyomeishusei2015.02737.1.4： 成文a章。
kyomeishusei2015.02737.1.5： 上有四守。
kyomeishusei2015.02737.1.6： 辟羊a至。
kyomeishusei2015.02737.1.7： 福祿氏□。
kyomeishusei2015.02737.1.8： 大a富。
kyomeishusei2015.02737.1.9： 冝牛羊。
kyomeishusei2015.02737.1.10： 爲吏高a升。
kyomeishusei2015.02738.1.1： 君冝官。
kyomeishusei2015.02738.1.2： 王子a喬。
kyomeishusei2015.02738.1.3： 黃羊。
kyomeishusei2015.02738.1.4： 鳳皇a鳥。
kyomeishusei2015.02738.1.5： 白乕。
kyomeishusei2015.02739.1.1： 西王母。
kyomeishusei2015.02739.1.2： 東王a母。
kyomeishusei2015.02740.1.1： 劉氏作竟。
kyomeishusei2015.02740.1.2： 眞大a巧。
kyomeishusei2015.02740.1.3： 上有山人。
kyomeishusei2015.02740.1.4： 不知a老。
kyomeishusei2015.02740.1.5： 渴汲玉泉。
kyomeishusei2015.02741.1.1： 上方乍竟。
kyomeishusei2015.02741.1.2： 自有a道。
kyomeishusei2015.02741.1.3： 靑龍白乕。
kyomeishusei2015.02741.1.4： 左a右。
kyomeishusei2015.02742.1.1： 吾□□竟。
kyomeishusei2015.02742.1.2： 幽湅宮a商。
kyomeishusei2015.02742.1.3： 周容象。
kyomeishusei2015.02742.1.4： 曰容□a皇。
kyomeishusei2015.02742.1.5： 白牙單琴。
kyomeishusei2015.02742.1.6： □帝除a兇。
kyomeishusei2015.02742.1.7： 朱鳥白武。
kyomeishusei2015.02742.1.8： 白□靑a龍。
kyomeishusei2015.02742.1.9： 君□高官。
kyomeishusei2015.02742.1.10： 子□皇a孫。
kyomeishusei2015.02742.1.11： □□。
kyomeishusei2015.02743.1.1： □武六年。
kyomeishusei2015.02743.1.2： 五月壬a子。
kyomeishusei2015.02743.1.3： 四日癸丑。
kyomeishusei2015.02743.1.4： 造作三τw鍊。
kyomeishusei2015.02743.1.5： 之。
kyomeishusei2015.02743.1.6： 冝王且a候。
kyomeishusei2015.02743.1.7： 服竟之人。
kyomeishusei2015.02743.1.8： 皆壽a歲。
kyomeishusei2015.02743.1.9： 子孫眾多。
kyomeishusei2015.02743.1.10： 悉爲公a卿。
kyomeishusei2015.02743.1.11： 收財數百牛羊。
kyomeishusei2015.02743.1.12： □□□□刻 文／吳將軍士張興a竟。
kyomeishusei2015.02744.1.1： 黃龍元年。
kyomeishusei2015.02744.1.2： 太歲在己a酉。
kyomeishusei2015.02744.1.3： 十月壬子朔。
kyomeishusei2015.02744.1.4： 十三日甲a子。
kyomeishusei2015.02744.1.5： 師陳世造作。
kyomeishusei2015.02744.1.6： 三湅明a鏡。
kyomeishusei2015.02744.1.7： 其有服者。
kyomeishusei2015.02744.1.8： 久富a貴。
kyomeishusei2015.02744.1.9： 冝□□□□□。
kyomeishusei2015.02745.1： 永康元年，正月丙午日，幽湅三商，早作，尚方明竟，買者大富且昌，長冝子孫，延壽命長，上如東王父，西王母，君冝高官，立至公
kyomeishusei2015.02746.1.1： 劉氏作明竟。
kyomeishusei2015.02746.1.2： 幽湅三a商。
kyomeishusei2015.02746.1.3： 調刻無祉。
kyomeishusei2015.02746.1.4： 配像萬a疆。
kyomeishusei2015.02746.1.5： 天禽四守。
kyomeishusei2015.02746.1.6： 銜持維a剛。
kyomeishusei2015.02746.1.7： 大吉。
kyomeishusei2015.02746.1.8： 其師命a長。
kyomeishusei2015.02746.1.9： 服者敬奉賢良。
kyomeishusei2015.02746.1.10： 曾年益a壽。
kyomeishusei2015.02746.1.11： 富貴。
kyomeishusei2015.02747.1.1： 吾□明竟。
kyomeishusei2015.02747.1.2： 幽湅三a剛。
kyomeishusei2015.02747.1.3： 服者大吉12 方格×1 字。
kyomeishusei2015.02748.1.1： 吾作明竟。
kyomeishusei2015.02748.1.2： 自有a己。
kyomeishusei2015.02748.1.3： 除去不羊。
kyomeishusei2015.02748.1.4： 冝古市14 方格×1 a字。
kyomeishusei2015.02749.1.1： 吾作明竟。
kyomeishusei2015.02749.1.2： 幽東三a岡。
kyomeishusei2015.02749.1.3： □□□□。
kyomeishusei2015.02749.1.4： □□□□。
kyomeishusei2015.02749.1.5： □奉□良。
kyomeishusei2015.02749.1.6： 周亥典a祉。
kyomeishusei2015.02749.1.7： 百身□樂。
kyomeishusei2015.02749.1.8： □事□a王。
kyomeishusei2015.02749.1.9： □□毋明。
kyomeishusei2015.02749.1.10： 富貴□a樂。
kyomeishusei2015.02749.1.11： 子孫蕃昌。
kyomeishusei2015.02749.1.12： 王□高 a升。
kyomeishusei2015.02749.1.13： 立至三公。
kyomeishusei2015.02749.1.14： 用□大吉14 方格×4 a字。
kyomeishusei2015.02750.1.1： 赤烏元年。
kyomeishusei2015.02750.1.2： □□□□。
kyomeishusei2015.02750.1.3： □□□□□。
kyomeishusei2015.02750.1.4： 吉羊□□。
kyomeishusei2015.02750.1.5： 子孫□＝。
kyomeishusei2015.02750.1.6： 常滿a堂。
kyomeishusei2015.02750.1.7： □春金夏。
kyomeishusei2015.02750.1.8： 長樂未a央。
kyomeishusei2015.02750.1.9： 師朱酉作□□。
kyomeishusei2015.02751.1.1： 泰始九年。
kyomeishusei2015.02751.1.2： 三月七a日。
kyomeishusei2015.02751.1.3： 張氏作靑。
kyomeishusei2015.02751.1.4： 同竟□a大。
kyomeishusei2015.02751.1.5： 工靑且明。
kyomeishusei2015.02751.1.6： 泰九年a作。
kyomeishusei2015.02751.1.7： 明如日月。
kyomeishusei2015.02751.1.8： 光上有a東。
kyomeishusei2015.02751.1.9： 王□泰元。
kyomeishusei2015.02751.1.10： 西王母□。
kyomeishusei2015.02751.1.11： □命天生。
kyomeishusei2015.02751.1.12： 如金石 a士。
kyomeishusei2015.02751.1.13： 至三公□。
kyomeishusei2015.02751.1.14： 世公矦王14 方格×4 a字。
kyomeishusei2015.02752.1.1： 君冝高官。
kyomeishusei2015.02752.1.2： 位至三□。
kyomeishusei2015.02752.1.3： 生如山石12 方格×1 字。
kyomeishusei2015.02753.1： 吾作明□，幽湅三商，□德序道，□□萬疆，者高遷，子孫番昌，富貴
kyomeishusei2015.02754.1.1： 三羊作竟。
kyomeishusei2015.02754.1.2： 四夷a服。
kyomeishusei2015.02754.1.3： 多賀國家。
kyomeishusei2015.02754.1.4： 人民a息。
kyomeishusei2015.02754.1.5： 胡虜殄烕。
kyomeishusei2015.02754.1.6： 天下a復。
kyomeishusei2015.02754.1.7： 風雨時節。
kyomeishusei2015.02754.1.8： 五穀a孰。
kyomeishusei2015.02754.1.9： 長保二親。
kyomeishusei2015.02754.1.10： 得天a力。
kyomeishusei2015.02754.1.11： 傳告后世。
kyomeishusei2015.02754.1.12： 樂毋a亟。
kyomeishusei2015.02755.1.1： 位至三公。
kyomeishusei2015.02755.1.2： 上”位至”。
kyomeishusei2015.02755.1.3： 下”三公”。
kyomeishusei2015.02756.1.1： 吾作明竟。
kyomeishusei2015.02756.1.2： 王吉□□。
kyomeishusei2015.02756.1.3： 亙□冒 1 方。
kyomeishusei2015.02756.1.4： □周家a東。
kyomeishusei2015.02756.1.5： 旱□□□。
kyomeishusei2015.02756.1.6： □□□□。
kyomeishusei2015.02756.1.7： □□□□。
kyomeishusei2015.02756.1.8： □□□□。
kyomeishusei2015.02756.1.9： □＊1□＊2。
kyomeishusei2015.02756.1.10： 宋國太□。
kyomeishusei2015.02756.1.11： 建武五年。
kyomeishusei2015.02756.1.12： 晉 候册a命。
kyomeishusei2015.02756.1.13： □＊3□＊4。
kyomeishusei2015.02756.1.14： 其師命□14 方格×4 a字。
kyomeishusei2015.02757.1.1： 尚方作竟。
kyomeishusei2015.02757.1.2： 自有a紀。
kyomeishusei2015.02757.1.3： 辟去不羊。
kyomeishusei2015.02757.1.4： 冝古a市。
kyomeishusei2015.02757.1.5： 上有東王父。
